"title","summary","sector","stage","targetAmount","currency","problem_statement","problem_targetMarket","problem_marketSize","solution_description","solution_uniqueValue","solution_competitiveAdvantage","businessModel_revenueStreams","businessModel_pricingStrategy","businessModel_customerAcquisition","financials_currentRevenue","financials_projectedRevenue","financials_burnRate","financials_runway","status"
"SecurePro Tanzania","Improves retail efficiency by 29% for over 75,522 businesses in Tanzania","energy","scaling","9172890","USD","59% of SMEs in Tanzania lack access to affordable financing, leaving a $2.7B funding gap","smallholder farmers in Dar es Salaam","$13.7B addressable market in Tanzania and neighboring regions","Blockchain-backed verification engine for secure cross-border transactions","4x cheaper than regional competitors with 1 patents filed","Exclusive partnership with Tanzania industry associations and 1-year data advantage","$133/month SaaS subscription plus 2.2% transaction fee","$71 onboarding fee plus tiered monthly plans","Direct B2B sales through cooperatives and 10 signed enterprise LOIs","$76,000 MRR","$9.0M ARR by Year 5","$25,000/month","8 months","approved"
"FinSense Tanzania","Improves agriculture efficiency by 51% for over 62,473 businesses in Tanzania","real_estate","idea","14405837","USD","59% of agriculture operations in Tanzania remain manual, causing $4.2B in annual losses","retail distributors in Dar es Salaam","$17.4B addressable market in Tanzania and neighboring regions","Blockchain-backed verification engine for secure cross-border transactions","3x cheaper than regional competitors with 7 patents filed","Exclusive partnership with Tanzania industry associations and 2-year data advantage","$188/month SaaS subscription plus 4.1% transaction fee","$725 onboarding fee plus tiered monthly plans","Direct B2B sales through cooperatives and 3 signed enterprise LOIs","$0 pre-revenue","$6.8M ARR by Year 4","$51,000/month","10 months","approved"
"AgriLink South Africa","Improves retail efficiency by 50% for over 65,506 businesses in South Africa","manufacturing","mvp","8274497","USD","55% of SMEs in South Africa lack access to affordable financing, leaving a $6.0B funding gap","retail distributors in Cape Town","$7.2B addressable market in South Africa and neighboring regions","AI-powered analytics platform with automated reporting and mobile dashboards","4x cheaper than regional competitors with 5 patents filed","Exclusive partnership with South Africa industry associations and 3-year data advantage","$162/month SaaS subscription plus 3.2% transaction fee","$412 onboarding fee plus tiered monthly plans","Direct B2B sales through cooperatives and 9 signed enterprise LOIs","$0 pre-revenue","$18.7M ARR by Year 2","$100,000/month","21 months","approved"
"HealthGrid Egypt","Improves manufacturing efficiency by 31% for over 29,875 businesses in Egypt","retail","early-revenue","6955811","USD","Hospitals in Cairo spend 67% more on logistics due to fragmented procurement systems, wasting $9.0B yearly","manufacturing firms in Cairo","$14.0B addressable market in Egypt and neighboring regions","Cloud-based workflow automation suite integrated with regional payment rails","2x cheaper than regional competitors with 1 patents filed","Exclusive partnership with Egypt industry associations and 1-year data advantage","$178/month SaaS subscription plus 3.0% transaction fee","$578 onboarding fee plus tiered monthly plans","Direct B2B sales through cooperatives and 8 signed enterprise LOIs","$18,000 ARR","$6.4M ARR by Year 3","$110,000/month","21 months","approved"
"NanoGrid Egypt","Improves manufacturing efficiency by 46% for over 35,259 businesses in Egypt","other","scaling","12528092","USD","59% of produce in Egypt spoils before reaching market, costing suppliers $9.7B annually","urban hospitals in Cairo","$1.6B addressable market in Egypt and neighboring regions","Blockchain-backed verification engine for secure cross-border transactions","4x cheaper than regional competitors with 2 patents filed","Exclusive partnership with Egypt industry associations and 2-year data advantage","$60/month SaaS subscription plus 2.5% transaction fee","$676 onboarding fee plus tiered monthly plans","Direct B2B sales through cooperatives and 7 signed enterprise LOIs","$12,000 MRR","$17.2M ARR by Year 3","$92,000/month","8 months","approved"
"GridChain Global","Improves healthcare efficiency by 53% for over 55,120 businesses in Global","technology","idea","241786","USD","44% of SMEs in Global lack access to affordable financing, leaving a $4.0B funding gap","retail distributors in global markets","$9.1B addressable market in Global and neighboring regions","IoT-enabled monitoring system with SMS alerts and predictive maintenance","3x cheaper than regional competitors with 1 patents filed","Exclusive partnership with Global industry associations and 2-year data advantage","$107/month SaaS subscription plus 1.9% transaction fee","$168 onboarding fee plus tiered monthly plans","Direct B2B sales through cooperatives and 7 signed enterprise LOIs","$0 pre-revenue","$20.6M ARR by Year 4","$30,000/month","12 months","approved"
"PaySense Kenya","Improves retail efficiency by 40% for over 5,949 businesses in Kenya","healthcare","mvp","2593941","USD","25% of produce in Kenya spoils before reaching market, costing suppliers $3.8B annually","urban hospitals in Nairobi","$16.7B addressable market in Kenya and neighboring regions","IoT-enabled monitoring system with SMS alerts and predictive maintenance","4x cheaper than regional competitors with 3 patents filed","Exclusive partnership with Kenya industry associations and 1-year data advantage","$65/month SaaS subscription plus 4.0% transaction fee","$355 onboarding fee plus tiered monthly plans","Direct B2B sales through cooperatives and 14 signed enterprise LOIs","$40,000 ARR","$6.7M ARR by Year 3","$46,000/month","18 months","approved"
"EduSense Tanzania","Improves supply chain efficiency by 62% for over 63,902 businesses in Tanzania","fintech","early-revenue","11526501","USD","25% of SMEs in Tanzania lack access to affordable financing, leaving a $5.6B funding gap","urban hospitals in Dar es Salaam","$9.5B addressable market in Tanzania and neighboring regions","IoT-enabled monitoring system with SMS alerts and predictive maintenance","3x cheaper than regional competitors with 6 patents filed","Exclusive partnership with Tanzania industry associations and 2-year data advantage","$86/month SaaS subscription plus 3.3% transaction fee","$248 onboarding fee plus tiered monthly plans","Direct B2B sales through cooperatives and 5 signed enterprise LOIs","$91,000 ARR","$3.8M ARR by Year 4","$51,000/month","17 months","approved"
"DataPulse Uganda","Improves retail efficiency by 57% for over 32,799 businesses in Uganda","education","scaling","9605877","USD","36% of SMEs in Uganda lack access to affordable financing, leaving a $7.9B funding gap","retail distributors in Kampala","$7.5B addressable market in Uganda and neighboring regions","AI-powered analytics platform with automated reporting and mobile dashboards","4x cheaper than regional competitors with 2 patents filed","Exclusive partnership with Uganda industry associations and 1-year data advantage","$133/month SaaS subscription plus 1.2% transaction fee","$789 onboarding fee plus tiered monthly plans","Direct B2B sales through cooperatives and 14 signed enterprise LOIs","$127,000 ARR","$13.7M ARR by Year 4","$74,000/month","12 months","approved"
"FinLogic Nigeria","Improves retail efficiency by 64% for over 11,734 businesses in Nigeria","agriculture","idea","15762275","USD","Hospitals in Lagos spend 33% more on logistics due to fragmented procurement systems, wasting $7.7B yearly","urban hospitals in Lagos","$2.5B addressable market in Nigeria and neighboring regions","Cloud-based workflow automation suite integrated with regional payment rails","5x cheaper than regional competitors with 2 patents filed","Exclusive partnership with Nigeria industry associations and 2-year data advantage","$97/month SaaS subscription plus 1.5% transaction fee","$328 onboarding fee plus tiered monthly plans","Direct B2B sales through cooperatives and 4 signed enterprise LOIs","$64,000 MRR","$3.0M ARR by Year 3","$52,000/month","22 months","approved"
"NanoSync Tanzania","Improves agriculture efficiency by 61% for over 14,028 businesses in Tanzania","energy","mvp","9779848","USD","51% of SMEs in Tanzania lack access to affordable financing, leaving a $9.4B funding gap","SMEs in Dar es Salaam","$4.8B addressable market in Tanzania and neighboring regions","IoT-enabled monitoring system with SMS alerts and predictive maintenance","3x cheaper than regional competitors with 2 patents filed","Exclusive partnership with Tanzania industry associations and 3-year data advantage","$128/month SaaS subscription plus 1.2% transaction fee","$123 onboarding fee plus tiered monthly plans","Direct B2B sales through cooperatives and 3 signed enterprise LOIs","$61,000 ARR","$16.1M ARR by Year 5","$35,000/month","22 months","approved"
"ColdTrack South Africa","Improves supply chain efficiency by 55% for over 17,716 businesses in South Africa","real_estate","early-revenue","4154410","USD","39% of SMEs in South Africa lack access to affordable financing, leaving a $8.7B funding gap","manufacturing firms in Cape Town","$16.6B addressable market in South Africa and neighboring regions","IoT-enabled monitoring system with SMS alerts and predictive maintenance","2x cheaper than regional competitors with 4 patents filed","Exclusive partnership with South Africa industry associations and 2-year data advantage","$47/month SaaS subscription plus 1.4% transaction fee","$281 onboarding fee plus tiered monthly plans","Direct B2B sales through cooperatives and 9 signed enterprise LOIs","$0 pre-revenue","$12.1M ARR by Year 5","$120,000/month","9 months","approved"
"SmartChain South Africa","Improves retail efficiency by 48% for over 77,719 businesses in South Africa","manufacturing","scaling","19258275","USD","52% of SMEs in South Africa lack access to affordable financing, leaving a $7.9B funding gap","smallholder farmers in Cape Town","$17.5B addressable market in South Africa and neighboring regions","IoT-enabled monitoring system with SMS alerts and predictive maintenance","4x cheaper than regional competitors with 3 patents filed","Exclusive partnership with South Africa industry associations and 1-year data advantage","$51/month SaaS subscription plus 1.7% transaction fee","$928 onboarding fee plus tiered monthly plans","Direct B2B sales through cooperatives and 14 signed enterprise LOIs","$0 pre-revenue","$15.8M ARR by Year 2","$45,000/month","17 months","approved"
